"id","title","description","avatar","slug","is_active","is_featured","favorite_id","user_id","category_id","created_at","updated_at","deleted_at"
"1","Welcome to Our Blog","This is the first post on our blog, created by the admin.",NULL,"welcome-to-our-blog","1","1",NULL,"2","1","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"2","Teaching Tips for Success","Helpful tips for teachers to succeed in the classroom.",NULL,"teaching-tips-for-success","1","0",NULL,"4","2","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"3","Latest Technology Trends","An overview of the latest trends in technology.",NULL,"latest-technology-trends","1","0",NULL,"2","1","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"4","Classroom Management Strategies","Effective strategies for managing a classroom.",NULL,"classroom-management-strategies","1","0",NULL,"4","2","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"5","Health and Wellness Tips","Tips for maintaining health and wellness.",NULL,"health-and-wellness-tips","1","0",NULL,"2","3","2025-06-09 10:51:11","2025-06-09 10:51:11",NULL
"id","student_id","user_id","title","description","fecha_entrega","status","created_at","updated_at"
"1",NULL,"4","Tarea: Entrega de proyecto de matemáticas","Completar el proyecto sobre álgebra y entregarlo en formato PDF.","2025-06-10","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"2",NULL,"4","Tarea: Lectura de capítulo 5 de historia","Leer y resumir el capítulo 5 para discusión en clase.","2025-06-20","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"3",NULL,"4","Examen: Matemáticas","Examen final de matemáticas, temas álgebra y geometría.","2025-06-15","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"4",NULL,"4","Examen: Historia","Examen de historia sobre la revolución industrial.","2025-06-25","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"5",NULL,"4","Presentación: Proyecto de ciencias","Presentar el proyecto de ciencias en clase.","2025-06-30","INACTIVE","2025-06-09 10:51:11","2025-06-09 10:51:11"
"id","student_id","materia_id","grade","lapso","anio_escolar","created_at","updated_at"
"90","6","4","5","Examen 3 de Inglés","2025-06-09","11.00","30.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"91","7","4","1","Examen 1 de Matemáticas","2025-06-09","19.00","27.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"92","7","4","1","Examen 2 de Matemáticas","2025-06-09","20.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"93","7","4","1","Examen 3 de Matemáticas","2025-06-09","15.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"94","7","4","2","Examen 1 de Ciencias","2025-06-09","13.00","6.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"95","7","4","2","Examen 2 de Ciencias","2025-06-09","13.00","6.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"96","7","4","2","Examen 3 de Ciencias","2025-06-09","12.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"97","7","4","3","Examen 1 de Historia","2025-06-09","8.00","16.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"98","7","4","3","Examen 2 de Historia","2025-06-09","15.00","5.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"99","7","4","3","Examen 3 de Historia","2025-06-09","3.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"100","7","4","4","Examen 1 de Lengua","2025-06-09","8.00","10.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"101","7","4","4","Examen 2 de Lengua","2025-06-09","6.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"102","7","4","4","Examen 3 de Lengua","2025-06-09","2.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"103","7","4","5","Examen 1 de Inglés","2025-06-09","5.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"104","7","4","5","Examen 2 de Inglés","2025-06-09","1.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"105","7","4","5","Examen 3 de Inglés","2025-06-09","19.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"106","8","4","1","Examen 1 de Matemáticas","2025-06-09","6.00","20.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"107","8","4","1","Examen 2 de Matemáticas","2025-06-09","7.00","5.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"108","8","4","1","Examen 3 de Matemáticas","2025-06-09","7.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"109","8","4","2","Examen 1 de Ciencias","2025-06-09","8.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"110","8","4","2","Examen 2 de Ciencias","2025-06-09","1.00","26.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"111","8","4","2","Examen 3 de Ciencias","2025-06-09","13.00","20.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"112","8","4","3","Examen 1 de Historia","2025-06-09","4.00","11.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"113","8","4","3","Examen 2 de Historia","2025-06-09","20.00","18.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"114","8","4","3","Examen 3 de Historia","2025-06-09","13.00","10.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"115","8","4","4","Examen 1 de Lengua","2025-06-09","6.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"116","8","4","4","Examen 2 de Lengua","2025-06-09","20.00","11.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"117","8","4","4","Examen 3 de Lengua","2025-06-09","2.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"118","8","4","5","Examen 1 de Inglés","2025-06-09","20.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"119","8","4","5","Examen 2 de Inglés","2025-06-09","7.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"120","8","4","5","Examen 3 de Inglés","2025-06-09","17.00","5.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"121","9","4","1","Examen 1 de Matemáticas","2025-06-09","10.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"122","9","4","1","Examen 2 de Matemáticas","2025-06-09","20.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"123","9","4","1","Examen 3 de Matemáticas","2025-06-09","19.00","18.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"124","9","4","2","Examen 1 de Ciencias","2025-06-09","12.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"125","9","4","2","Examen 2 de Ciencias","2025-06-09","19.00","18.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"126","9","4","2","Examen 3 de Ciencias","2025-06-09","7.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"127","9","4","3","Examen 1 de Historia","2025-06-09","12.00","9.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"128","9","4","3","Examen 2 de Historia","2025-06-09","7.00","10.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"129","9","4","3","Examen 3 de Historia","2025-06-09","5.00","16.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"130","9","4","4","Examen 1 de Lengua","2025-06-09","10.00","20.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"131","9","4","4","Examen 2 de Lengua","2025-06-09","8.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"132","9","4","4","Examen 3 de Lengua","2025-06-09","13.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"133","9","4","5","Examen 1 de Inglés","2025-06-09","5.00","21.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"134","9","4","5","Examen 2 de Inglés","2025-06-09","11.00","18.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"135","9","4","5","Examen 3 de Inglés","2025-06-09","8.00","26.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"136","10","4","1","Examen 1 de Matemáticas","2025-06-09","14.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"137","10","4","1","Examen 2 de Matemáticas","2025-06-09","4.00","27.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"138","10","4","1","Examen 3 de Matemáticas","2025-06-09","18.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"139","10","4","2","Examen 1 de Ciencias","2025-06-09","20.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"140","10","4","2","Examen 2 de Ciencias","2025-06-09","15.00","26.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"141","10","4","2","Examen 3 de Ciencias","2025-06-09","4.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"142","10","4","3","Examen 1 de Historia","2025-06-09","2.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"143","10","4","3","Examen 2 de Historia","2025-06-09","15.00","15.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"144","10","4","3","Examen 3 de Historia","2025-06-09","6.00","18.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"145","10","4","4","Examen 1 de Lengua","2025-06-09","12.00","16.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"146","10","4","4","Examen 2 de Lengua","2025-06-09","10.00","15.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"147","10","4","4","Examen 3 de Lengua","2025-06-09","20.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"148","10","4","5","Examen 1 de Inglés","2025-06-09","16.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"149","10","4","5","Examen 2 de Inglés","2025-06-09","15.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"150","10","4","5","Examen 3 de Inglés","2025-06-09","13.00","27.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"151","11","4","1","Examen 1 de Matemáticas","2025-06-09","20.00","20.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"152","11","4","1","Examen 2 de Matemáticas","2025-06-09","12.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"153","11","4","1","Examen 3 de Matemáticas","2025-06-09","1.00","11.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"154","11","4","2","Examen 1 de Ciencias","2025-06-09","9.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"155","11","4","2","Examen 2 de Ciencias","2025-06-09","3.00","9.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"156","11","4","2","Examen 3 de Ciencias","2025-06-09","8.00","27.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"157","11","4","3","Examen 1 de Historia","2025-06-09","12.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"158","11","4","3","Examen 2 de Historia","2025-06-09","10.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"159","11","4","3","Examen 3 de Historia","2025-06-09","15.00","27.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"160","11","4","4","Examen 1 de Lengua","2025-06-09","2.00","12.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"161","11","4","4","Examen 2 de Lengua","2025-06-09","19.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"162","11","4","4","Examen 3 de Lengua","2025-06-09","19.00","10.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"163","11","4","5","Examen 1 de Inglés","2025-06-09","12.00","21.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"164","11","4","5","Examen 2 de Inglés","2025-06-09","13.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"165","11","4","5","Examen 3 de Inglés","2025-06-09","17.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"166","12","4","1","Examen 1 de Matemáticas","2025-06-09","19.00","16.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"167","12","4","1","Examen 2 de Matemáticas","2025-06-09","12.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"168","12","4","1","Examen 3 de Matemáticas","2025-06-09","13.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"169","12","4","2","Examen 1 de Ciencias","2025-06-09","3.00","10.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"170","12","4","2","Examen 2 de Ciencias","2025-06-09","6.00","15.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"171","12","4","2","Examen 3 de Ciencias","2025-06-09","13.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"172","12","4","3","Examen 1 de Historia","2025-06-09","13.00","13.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"173","12","4","3","Examen 2 de Historia","2025-06-09","12.00","20.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"174","12","4","3","Examen 3 de Historia","2025-06-09","13.00","26.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"175","12","4","4","Examen 1 de Lengua","2025-06-09","8.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"176","12","4","4","Examen 2 de Lengua","2025-06-09","10.00","8.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"177","12","4","4","Examen 3 de Lengua","2025-06-09","4.00","15.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"178","12","4","5","Examen 1 de Inglés","2025-06-09","1.00","26.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"179","12","4","5","Examen 2 de Inglés","2025-06-09","19.00","8.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"180","12","4","5","Examen 3 de Inglés","2025-06-09","3.00","27.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"181","13","4","1","Examen 1 de Matemáticas","2025-06-09","20.00","9.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"182","13","4","1","Examen 2 de Matemáticas","2025-06-09","11.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"183","13","4","1","Examen 3 de Matemáticas","2025-06-09","9.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"184","13","4","2","Examen 1 de Ciencias","2025-06-09","1.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"185","13","4","2","Examen 2 de Ciencias","2025-06-09","17.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"186","13","4","2","Examen 3 de Ciencias","2025-06-09","1.00","6.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"187","13","4","3","Examen 1 de Historia","2025-06-09","7.00","21.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"188","13","4","3","Examen 2 de Historia","2025-06-09","16.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"189","13","4","3","Examen 3 de Historia","2025-06-09","16.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"190","13","4","4","Examen 1 de Lengua","2025-06-09","1.00","10.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"191","13","4","4","Examen 2 de Lengua","2025-06-09","1.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"192","13","4","4","Examen 3 de Lengua","2025-06-09","1.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"193","13","4","5","Examen 1 de Inglés","2025-06-09","10.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"194","13","4","5","Examen 2 de Inglés","2025-06-09","19.00","13.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"195","13","4","5","Examen 3 de Inglés","2025-06-09","20.00","5.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"196","14","4","1","Examen 1 de Matemáticas","2025-06-09","12.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"197","14","4","1","Examen 2 de Matemáticas","2025-06-09","17.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"198","14","4","1","Examen 3 de Matemáticas","2025-06-09","4.00","5.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"199","14","4","2","Examen 1 de Ciencias","2025-06-09","4.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"200","14","4","2","Examen 2 de Ciencias","2025-06-09","1.00","13.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"201","14","4","2","Examen 3 de Ciencias","2025-06-09","15.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"202","14","4","3","Examen 1 de Historia","2025-06-09","6.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"203","14","4","3","Examen 2 de Historia","2025-06-09","3.00","25.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"204","14","4","3","Examen 3 de Historia","2025-06-09","9.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"205","14","4","4","Examen 1 de Lengua","2025-06-09","3.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"206","14","4","4","Examen 2 de Lengua","2025-06-09","11.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"207","14","4","4","Examen 3 de Lengua","2025-06-09","4.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"208","14","4","5","Examen 1 de Inglés","2025-06-09","8.00","8.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"209","14","4","5","Examen 2 de Inglés","2025-06-09","7.00","7.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"210","14","4","5","Examen 3 de Inglés","2025-06-09","19.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"211","15","4","1","Examen 1 de Matemáticas","2025-06-09","12.00","13.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"212","15","4","1","Examen 2 de Matemáticas","2025-06-09","10.00","9.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"213","15","4","1","Examen 3 de Matemáticas","2025-06-09","20.00","26.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"214","15","4","2","Examen 1 de Ciencias","2025-06-09","17.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"215","15","4","2","Examen 2 de Ciencias","2025-06-09","8.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"216","15","4","2","Examen 3 de Ciencias","2025-06-09","13.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"217","15","4","3","Examen 1 de Historia","2025-06-09","18.00","6.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"218","15","4","3","Examen 2 de Historia","2025-06-09","13.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"219","15","4","3","Examen 3 de Historia","2025-06-09","5.00","8.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"220","15","4","4","Examen 1 de Lengua","2025-06-09","4.00","12.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"221","15","4","4","Examen 2 de Lengua","2025-06-09","18.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"222","15","4","4","Examen 3 de Lengua","2025-06-09","16.00","14.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"223","15","4","5","Examen 1 de Inglés","2025-06-09","14.00","9.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"224","15","4","5","Examen 2 de Inglés","2025-06-09","1.00","20.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"225","15","4","5","Examen 3 de Inglés","2025-06-09","17.00","9.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"226","16","4","1","Examen 1 de Matemáticas","2025-06-09","9.00","23.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"227","16","4","1","Examen 2 de Matemáticas","2025-06-09","16.00","6.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"228","16","4","1","Examen 3 de Matemáticas","2025-06-09","15.00","30.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"229","16","4","2","Examen 1 de Ciencias","2025-06-09","11.00","21.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"230","16","4","2","Examen 2 de Ciencias","2025-06-09","13.00","29.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"231","16","4","2","Examen 3 de Ciencias","2025-06-09","7.00","22.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"232","16","4","3","Examen 1 de Historia","2025-06-09","12.00","16.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"233","16","4","3","Examen 2 de Historia","2025-06-09","8.00","28.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"234","16","4","3","Examen 3 de Historia","2025-06-09","4.00","5.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"235","16","4","4","Examen 1 de Lengua","2025-06-09","20.00","24.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"236","16","4","4","Examen 2 de Lengua","2025-06-09","8.00","17.00","2025-06-09 10:51:10","2025-06-09 10:51:10"
"237","16","4","4","Examen 3 de Lengua","2025-06-09","2.00","30.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"238","16","4","5","Examen 1 de Inglés","2025-06-09","14.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"239","16","4","5","Examen 2 de Inglés","2025-06-09","11.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"240","16","4","5","Examen 3 de Inglés","2025-06-09","7.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"241","17","4","1","Examen 1 de Matemáticas","2025-06-09","10.00","26.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"242","17","4","1","Examen 2 de Matemáticas","2025-06-09","5.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"243","17","4","1","Examen 3 de Matemáticas","2025-06-09","2.00","24.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"244","17","4","2","Examen 1 de Ciencias","2025-06-09","9.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"245","17","4","2","Examen 2 de Ciencias","2025-06-09","15.00","8.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"246","17","4","2","Examen 3 de Ciencias","2025-06-09","4.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"247","17","4","3","Examen 1 de Historia","2025-06-09","5.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"248","17","4","3","Examen 2 de Historia","2025-06-09","3.00","9.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"249","17","4","3","Examen 3 de Historia","2025-06-09","17.00","10.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"250","17","4","4","Examen 1 de Lengua","2025-06-09","10.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"251","17","4","4","Examen 2 de Lengua","2025-06-09","12.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"252","17","4","4","Examen 3 de Lengua","2025-06-09","7.00","8.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"253","17","4","5","Examen 1 de Inglés","2025-06-09","16.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"254","17","4","5","Examen 2 de Inglés","2025-06-09","9.00","19.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"255","17","4","5","Examen 3 de Inglés","2025-06-09","14.00","6.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"256","18","4","1","Examen 1 de Matemáticas","2025-06-09","10.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"257","18","4","1","Examen 2 de Matemáticas","2025-06-09","6.00","11.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"258","18","4","1","Examen 3 de Matemáticas","2025-06-09","7.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"259","18","4","2","Examen 1 de Ciencias","2025-06-09","8.00","12.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"260","18","4","2","Examen 2 de Ciencias","2025-06-09","13.00","5.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"261","18","4","2","Examen 3 de Ciencias","2025-06-09","18.00","5.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"262","18","4","3","Examen 1 de Historia","2025-06-09","4.00","18.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"263","18","4","3","Examen 2 de Historia","2025-06-09","4.00","14.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"264","18","4","3","Examen 3 de Historia","2025-06-09","1.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"265","18","4","4","Examen 1 de Lengua","2025-06-09","9.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"266","18","4","4","Examen 2 de Lengua","2025-06-09","18.00","15.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"267","18","4","4","Examen 3 de Lengua","2025-06-09","9.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"268","18","4","5","Examen 1 de Inglés","2025-06-09","5.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"269","18","4","5","Examen 2 de Inglés","2025-06-09","18.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"270","18","4","5","Examen 3 de Inglés","2025-06-09","2.00","24.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"271","19","4","1","Examen 1 de Matemáticas","2025-06-09","20.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"272","19","4","1","Examen 2 de Matemáticas","2025-06-09","20.00","12.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"273","19","4","1","Examen 3 de Matemáticas","2025-06-09","7.00","29.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"274","19","4","2","Examen 1 de Ciencias","2025-06-09","10.00","14.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"275","19","4","2","Examen 2 de Ciencias","2025-06-09","10.00","26.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"276","19","4","2","Examen 3 de Ciencias","2025-06-09","3.00","18.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"277","19","4","3","Examen 1 de Historia","2025-06-09","16.00","11.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"278","19","4","3","Examen 2 de Historia","2025-06-09","15.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"279","19","4","3","Examen 3 de Historia","2025-06-09","4.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"280","19","4","4","Examen 1 de Lengua","2025-06-09","17.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"281","19","4","4","Examen 2 de Lengua","2025-06-09","10.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"282","19","4","4","Examen 3 de Lengua","2025-06-09","18.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"283","19","4","5","Examen 1 de Inglés","2025-06-09","17.00","22.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"284","19","4","5","Examen 2 de Inglés","2025-06-09","2.00","23.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"285","19","4","5","Examen 3 de Inglés","2025-06-09","3.00","19.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"286","20","4","1","Examen 1 de Matemáticas","2025-06-09","17.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"287","20","4","1","Examen 2 de Matemáticas","2025-06-09","13.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"288","20","4","1","Examen 3 de Matemáticas","2025-06-09","9.00","13.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"289","20","4","2","Examen 1 de Ciencias","2025-06-09","10.00","14.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"290","20","4","2","Examen 2 de Ciencias","2025-06-09","5.00","7.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"291","20","4","2","Examen 3 de Ciencias","2025-06-09","2.00","19.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"292","20","4","3","Examen 1 de Historia","2025-06-09","5.00","17.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
"293","20","4","3","Examen 2 de Historia","2025-06-09","7.00","20.00","2025-06-09 10:51:11","2025-06-09 10:51:11"
